month,hour,day_of_week,day_of_month,week_of_month,season,weekend,time_of_day,dew_point,DEW_POINT_MAX,DEW_POINT_MIN,LAT_MEAN,LAT_MAX,LAT_MIN,LON_MEAN,LON_MAX,LON_MIN,GPS_KMH_MEAN,GPS_KMH_MAX,GPS_KMH_MIN,GPS_DIR_MEAN,GPS_DIR_MAX,GPS_DIR_MIN,GPS_ALT_MEAN,GPS_ALT_MAX,GPS_ALT_MIN,BM_H_MEAN,BM_H_MAX,BM_H_MIN,BM_P_MEAN,BM_P_MAX,BM_P_MIN,BM_T_MEAN,BM_T_MAX,BM_T_MIN,DS_T_MEAN,DS_T_MAX,DS_T_MIN,PM10_MAX,PM10_MIN,NUM_MEASUREMENTS,PM10_MEAN,PM10_ARPA
may,14,monday,5,week1,spring,weekday,afternoon,14.418636096394087,14.418636096394087,14.418636096394087,45.647495,45.647495,45.647495,13.855645,13.855645,13.855645,60.8,60.8,60.8,113.68,113.68,113.68,357.3,357.3,357.3,50.63,50.63,50.63,963.89,963.89,963.89,25.4,25.4,25.4,18.37,18.37,18.37,5.6,5.6,1,5.6,13.92
may,15,monday,5,week1,spring,weekday,afternoon,15.058295025566265,15.058295025566265,15.058295025566265,45.64745,45.64745,45.64745,13.855797,13.855797,13.855797,53.63,53.63,53.63,294.08,294.08,294.08,363.6,363.6,363.6,52.73,52.73,52.73,963.99,963.99,963.99,25.41,25.41,25.41,16.25,16.25,16.25,6.6,6.6,1,6.6,9.75
may,16,monday,5,week1,spring,weekday,afternoon,13.883213909764708,13.883213909764708,13.883213909764708,45.647683,45.647683,45.647683,13.85493,13.85493,13.85493,49.15,49.15,49.15,113.44,113.44,113.44,355.4,355.4,355.4,56.34,56.34,56.34,964.84,964.84,964.84,23.04,23.04,23.04,14.31,14.31,14.31,5.2,5.2,1,5.2,6.82
may,20,monday,5,week1,spring,weekday,evening,10.273607880133184,10.273607880133184,10.273607880133184,45.647513,45.647513,45.647513,13.855557,13.855557,13.855557,53.84,53.84,53.84,112.79,112.79,112.79,365.8,365.8,365.8,58.86,58.86,58.86,966.56,966.56,966.56,18.47,18.47,18.47,11.44,11.44,11.44,2.3,2.3,1,2.3,6.71
may,6,monday,19,week3,spring,weekday,morning,10.880712758569503,10.880712758569503,10.880712758569503,45.647315,45.647315,45.647315,13.85623,13.85623,13.85623,59.54,59.54,59.54,293.22,293.22,293.22,375.6,375.6,375.6,48.09,48.09,48.09,973.45,973.45,973.45,22.4,22.4,22.4,17.31,17.31,17.31,9.7,9.7,1,9.7,8.55
may,10,thursday,29,week4,spring,weekday,morning,13.962668200398424,13.962668200398424,13.962668200398424,45.64738,45.64738,45.64738,13.855803,13.855803,13.855803,55.6,55.6,55.6,113.35,113.35,113.35,360.5,360.5,360.5,36.57,36.57,36.57,976.44,976.44,976.44,30.47,30.47,30.47,22.37,22.37,22.37,2.4,2.4,1,2.4,8.19
may,12,thursday,29,week4,spring,weekday,afternoon,14.362649384566476,14.362649384566476,14.362649384566476,45.647365,45.647365,45.647365,13.856078,13.856078,13.856078,62.8,62.8,62.8,111.66,111.66,111.66,369.3,369.3,369.3,44.31,44.31,44.31,977.11,977.11,977.11,27.6,27.6,27.6,19.94,19.94,19.94,2.2,2.2,1,2.2,5.24
june,7,tuesday,3,week1,summer,weekday,morning,13.59075677264655,13.59075677264655,13.59075677264655,45.64792,45.64792,45.64792,13.854242,13.854242,13.854242,53.56,53.56,53.56,293.76,293.76,293.76,371.6,371.6,371.6,41.73,41.73,41.73,975.48,975.48,975.48,27.77,27.77,27.77,23.5,23.5,23.5,6.4,6.4,1,6.4,17.4
june,6,friday,6,week1,summer,weekday,morning,17.087648065992706,17.087648065992706,17.087648065992706,45.647517,45.647517,45.647517,13.855585,13.855585,13.855585,61.12,61.12,61.12,293.33,293.33,293.33,366.6,366.6,366.6,48.37,48.37,48.37,976.01,976.01,976.01,29.09,29.09,29.09,22.13,22.13,22.13,7.8,7.8,1,7.8,14.21
june,13,friday,6,week1,summer,weekday,afternoon,18.705225507262366,18.705225507262366,18.705225507262366,45.647345,45.647345,45.647345,13.85602,13.85602,13.85602,63.17,63.17,63.17,112.05,112.05,112.05,367.8,367.8,367.8,39.71,39.71,39.71,976.61,976.61,976.61,34.36,34.36,34.36,26.25,26.25,26.25,10.9,10.9,1,10.9,15.0
june,14,friday,6,week1,summer,weekday,afternoon,18.68669208557765,18.68669208557765,18.68669208557765,45.647307,45.647307,45.647307,13.856107,13.856107,13.856107,57.08,57.08,57.08,113.39,113.39,113.39,360.6,360.6,360.6,40.74,40.74,40.74,976.53,976.53,976.53,33.88,33.88,33.88,25.37,25.37,25.37,9.7,9.7,1,9.7,16.86
june,17,friday,6,week1,summer,weekday,afternoon,16.583098005935856,16.583098005935856,16.583098005935856,45.647785,45.647785,45.647785,13.854593,13.854593,13.854593,60.67,60.67,60.67,113.37,113.37,113.37,361.2,361.2,361.2,42.9,42.9,42.9,976.25,976.25,976.25,30.62,30.62,30.62,22.5,22.5,22.5,9.9,9.9,1,9.9,12.42
june,4,sunday,22,week4,summer,weekend,night,11.19615899464158,11.19615899464158,11.19615899464158,45.647395,45.647395,45.647395,13.856068,13.856068,13.856068,58.49,58.49,58.49,294.01,294.01,294.01,376.6,376.6,376.6,38.6,38.6,38.6,979.57,979.57,979.57,26.42,26.42,26.42,20.37,20.37,20.37,7.5,7.5,1,7.5,9.3
